dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,11.896170,-1.155034,12.139297,10.605146,3.733219,-5.687498,6.035668
0.020000,12.103249,-1.207209,12.352847,10.677522,3.618780,-5.721937,6.037094
0.020000,12.311766,-1.259409,12.567799,10.747592,3.503521,-5.762929,6.038713
0.020000,12.521688,-1.311577,12.784106,10.815339,3.387311,-5.810514,6.040531
0.020000,12.732979,-1.363655,13.001721,10.880739,3.270017,-5.864732,6.042554
0.020000,12.945607,-1.415583,13.220598,10.943881,3.157102,-5.645746,6.044789
0.020000,13.159538,-1.467298,13.440691,11.004629,3.037406,-5.984779,6.047243
0.020000,13.374734,-1.518735,13.661949,11.062900,2.913537,-6.193445,6.049922
0.020000,13.591162,-1.569827,13.884326,11.118851,2.797536,-5.800072,6.052836
0.020000,13.808788,-1.620506,14.107775,11.172441,2.679505,-5.901529,6.055990
0.020000,14.027572,-1.670698,14.332242,11.223362,2.546050,-6.672762,6.059395
0.020000,14.247484,-1.720331,14.557686,11.272174,2.440599,-5.272557,6.063059
0.020000,14.468479,-1.769329,14.784047,11.318092,2.295910,-7.234423,6.066991
0.020000,14.690527,-1.817612,15.011284,11.361829,2.186879,-5.451583,6.071201
0.020000,14.913584,-1.865098,15.239340,11.402803,2.048695,-6.909190,6.075700
0.020000,15.137610,-1.911703,15.468162,11.441122,1.915907,-6.639385,6.080499
0.020000,15.362571,-1.957342,15.697706,11.477166,1.802226,-5.684051,6.085608
0.020000,15.588419,-2.001922,15.927912,11.510292,1.656286,-7.297022,6.091042
0.020000,15.815111,-2.045352,16.158726,11.540722,1.521506,-6.738999,6.096811
0.020000,16.042602,-2.087535,16.390095,11.568449,1.386374,-6.756594,6.102932
0.020000,16.270846,-2.128371,16.621964,11.593428,1.248910,-6.873172,6.109416
0.020000,16.499795,-2.167758,16.854276,11.615606,1.108907,-7.000174,6.116281
0.020000,16.729398,-2.205591,17.086974,11.634929,0.966161,-7.137311,6.123542
0.020000,16.959600,-2.241759,17.320001,11.651338,0.820479,-7.284098,6.131217
0.020000,17.190347,-2.276149,17.553296,11.664772,0.671683,-7.439806,6.139322
0.020000,17.421578,-2.308646,17.786800,11.675164,0.519614,-7.603404,6.147878
0.020000,17.653230,-2.339128,18.020449,11.682447,0.364144,-7.773505,6.156904
0.020000,17.885236,-2.367472,18.254180,11.686551,0.205179,-7.948290,6.166421
0.020000,18.117535,-2.393550,18.487938,11.687919,0.068405,-6.838694,6.176451
0.020000,18.350044,-2.417230,18.721650,11.685582,-0.116831,-9.261791,6.187016
0.020000,18.582685,-2.438378,18.955249,11.679979,-0.280170,-8.166930,6.198142
0.020000,18.815381,-2.456856,19.188678,11.671443,-0.426777,-7.330352,6.209852
0.020000,19.048034,-2.472519,19.421857,11.658958,-0.624293,-9.875820,6.222173
0.020000,19.280559,-2.485226,19.654730,11.643611,-0.767304,-7.150528,6.235131
0.020000,19.512848,-2.494825,19.887217,11.624380,-0.961581,-9.713846,6.248753
0.020000,19.744794,-2.501167,20.119250,11.601638,-1.137070,-8.774453,6.263067
0.020000,19.976293,-2.504099,20.350767,11.575860,-1.288920,-7.592499,6.278103
0.020000,20.207214,-2.503466,20.581689,11.546114,-1.487307,-9.919356,0.010701
0.020000,20.437432,-2.499112,20.811948,11.512921,-1.659622,-8.615765,0.027262
0.020000,20.666810,-2.490880,21.041474,11.476302,-1.830966,-8.567193,0.044627
0.020000,20.895207,-2.478615,21.270200,11.436301,-2.000040,-8.453692,0.062823
0.020000,21.122472,-2.462162,21.498060,11.392996,-2.165254,-8.260717,0.081873
0.020000,21.348434,-2.441370,21.724976,11.345829,-2.358346,-9.654613,0.101799
0.020000,21.572915,-2.416094,21.950876,11.294972,-2.542874,-9.226381,0.122619
0.020000,21.795744,-2.386192,22.175702,11.241313,-2.682952,-7.003898,0.144347
0.020000,22.016744,-2.351528,22.399405,11.185118,-2.809733,-6.339070,0.166992
0.020000,22.235735,-2.311975,22.621939,11.126713,-2.920245,-5.525564,0.190559
0.020000,22.452534,-2.267414,22.843270,11.066543,-3.008527,-4.414132,0.215045
0.020000,22.666958,-2.217739,23.063372,11.005136,-3.070355,-3.091367,0.240437
0.020000,22.878816,-2.162854,23.282225,10.942623,-3.125649,-2.764738,0.266716
0.020000,23.087926,-2.102678,23.499820,10.879783,-3.141982,-0.816605,0.293852
0.020000,23.294109,-2.037144,23.716168,10.817362,-3.121056,1.046271,0.321802
0.020000,23.497187,-1.966201,23.931281,10.755652,-3.085500,1.777815,0.350515
0.020000,23.696992,-1.889816,24.145189,10.695424,-3.011403,3.704864,0.379926
0.020000,23.893367,-1.807973,24.357936,10.637359,-2.903259,5.407193,0.409961
0.020000,24.086161,-1.720673,24.569575,10.581917,-2.772068,6.559536,0.440532
0.020000,24.275237,-1.627936,24.780169,10.529721,-2.609824,8.112181,0.471545
0.020000,24.460471,-1.529803,24.989792,10.481144,-2.428839,9.049252,0.502895
0.020000,24.641751,-1.426332,25.198523,10.436545,-2.229950,9.944476,0.534471
