dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,14.133705,1.783752,14.292896,7.985158,-2.214887,-0.424789,0.479084
0.020000,14.273749,1.858665,14.451717,7.941079,-2.203949,0.546912,0.503413
0.020000,14.411154,1.936566,14.609669,7.897568,-2.175503,1.422299,0.528209
0.020000,14.545835,2.017440,14.766766,7.854889,-2.133971,2.076596,0.553420
0.020000,14.677719,2.101262,14.923034,7.813373,-2.075817,2.907690,0.578989
0.020000,14.806738,2.188000,15.078498,7.773227,-2.007310,3.425338,0.604852
0.020000,14.932831,2.277614,15.233193,7.734711,-1.925786,4.076242,0.630944
0.020000,15.055948,2.370058,15.387153,7.697993,-1.835870,4.495796,0.657194
0.020000,15.176046,2.465274,15.540416,7.663170,-1.741166,4.735187,0.683532
0.020000,15.293089,2.563200,15.693022,7.630287,-1.644148,4.850887,0.709884
0.020000,15.407050,2.663763,15.845008,7.599333,-1.547683,4.823235,0.736178
0.020000,15.517907,2.766885,15.996413,7.570244,-1.454470,4.660683,0.762343
0.020000,15.625647,2.872480,16.147271,7.542906,-1.366900,4.378508,0.788309
0.020000,15.730265,2.980453,16.297615,7.517167,-1.286942,3.997878,0.814013
0.020000,15.831761,3.090704,16.447470,7.492785,-1.219127,3.390756,0.839392
0.020000,15.930137,3.203123,16.596855,7.469226,-1.177916,2.060529,0.864389
0.020000,16.025410,3.317601,16.745792,7.446846,-1.119025,2.944561,0.888955
0.020000,16.117592,3.434012,16.894281,7.424480,-1.118305,0.036027,0.913043
0.020000,16.206710,3.552237,17.042332,7.402525,-1.097719,1.029276,0.936616
0.020000,16.292790,3.672145,17.189939,7.380354,-1.108564,-0.542264,0.959639
0.020000,16.375865,3.793604,17.337091,7.357608,-1.137320,-1.437792,0.982086
0.020000,16.455972,3.916478,17.483772,7.334032,-1.178806,-2.074272,1.003936
0.020000,16.533154,4.040631,17.629960,7.309414,-1.230895,-2.604472,1.025172
0.020000,16.607455,4.165925,17.775628,7.283391,-1.301156,-3.513025,1.045783
0.020000,16.678923,4.292213,17.920736,7.255425,-1.398257,-4.855060,1.065763
0.020000,16.747616,4.419366,18.065258,7.226069,-1.467820,-3.478170,1.085111
0.020000,16.813586,4.547241,18.209147,7.194481,-1.579393,-5.578628,1.103826
0.020000,16.876890,4.675697,18.352354,7.160356,-1.706268,-6.343781,1.121914
0.020000,16.937593,4.804603,18.494839,7.124203,-1.807638,-5.068484,1.139383
0.020000,16.995758,4.933827,18.636550,7.085549,-1.932707,-6.253429,1.156241
0.020000,17.051446,5.063233,18.777429,7.043981,-2.078418,-7.285570,1.172501
0.020000,17.104726,5.192695,18.917426,6.999851,-2.206469,-6.402568,1.188174
0.020000,17.155667,5.322099,19.056496,6.953496,-2.317747,-5.563890,1.203277
0.020000,17.204331,5.451303,19.194561,6.903231,-2.513241,-9.774670,1.217823
0.020000,17.250792,5.580208,19.331582,6.851083,-2.607442,-4.710053,1.231828
0.020000,17.295117,5.708694,19.467499,6.795840,-2.762152,-7.735523,1.245309
0.020000,17.337373,5.836648,19.602250,6.737556,-2.914174,-7.601118,1.258283
0.020000,17.377628,5.963962,19.735777,6.676342,-3.060704,-7.326477,1.270765
0.020000,17.415951,6.090534,19.868024,6.612325,-3.200826,-7.006078,1.282772
0.020000,17.452409,6.216268,19.998937,6.545650,-3.333781,-6.647779,1.294321
0.020000,17.487068,6.341066,20.128457,6.476040,-3.480489,-7.335386,1.305427
0.020000,17.519991,6.464824,20.256520,6.403153,-3.644361,-8.193586,1.316107
0.020000,17.551246,6.587465,20.383081,6.328029,-3.756184,-5.591192,1.326375
0.020000,17.580897,6.708913,20.508096,6.250771,-3.862919,-5.336750,1.336249
0.020000,17.609010,6.829100,20.631527,6.171528,-3.962133,-4.960662,1.345742
0.020000,17.635654,6.947990,20.753366,6.091959,-3.978455,-0.816126,1.354873
0.020000,17.660896,7.065542,20.873598,6.011578,-4.019056,-2.030052,1.363658
0.020000,17.684796,7.181717,20.992206,5.930423,-4.057747,-1.934553,1.372111
0.020000,17.707412,7.296466,21.109162,5.847788,-4.131749,-3.700073,1.380245
0.020000,17.728806,7.409768,21.224466,5.765197,-4.129542,0.110334,1.388075
0.020000,17.749033,7.521599,21.338112,5.682279,-4.145903,-0.818059,1.395614
0.020000,17.768142,7.631899,21.450055,5.597153,-4.256293,-5.519478,1.402873
0.020000,17.786189,7.740675,21.560318,5.513157,-4.199828,2.823231,1.409865
0.020000,17.803220,7.847877,21.668864,5.427310,-4.292342,-4.625711,1.416600
0.020000,17.819283,7.953489,21.775691,5.341337,-4.298665,-0.316108,1.423089
0.020000,17.834425,8.057493,21.880791,5.255023,-4.315674,-0.850488,1.429341
0.020000,17.848687,8.159865,21.984152,5.168051,-4.348590,-1.645792,1.435367
0.020000,17.862113,8.260585,22.085763,5.080525,-4.376310,-1.386010,1.441174
0.020000,17.874742,8.359634,22.185614,4.992546,-4.398956,-1.132279,1.446772
0.020000,17.886612,8.456997,22.283698,4.904213,-4.416661,-0.885234,1.452168
0.020000,17.897761,8.552662,22.380010,4.815621,-4.429569,-0.645411,1.457370
0.020000,17.908224,8.646609,22.474538,4.726393,-4.461403,-1.591708,1.462385
0.020000,17.918033,8.738816,22.567266,4.636373,-4.500987,-1.979204,1.467220
0.020000,17.927225,8.829295,22.658210,4.547218,-4.457782,2.160230,1.471882
0.020000,17.935826,8.918003,22.747334,4.456188,-4.551498,-4.685755,1.476376
0.020000,17.943871,9.004962,22.834665,4.366552,-4.481778,3.485953,1.480710
0.020000,17.951384,9.090126,22.920159,4.274730,-4.591109,-5.466550,1.484886
0.020000,17.958396,9.173513,23.003840,4.184032,-4.534912,2.809886,1.488912
0.020000,17.964933,9.255109,23.085698,4.092901,-4.556542,-1.081499,1.492793
0.020000,17.971019,9.334903,23.165724,4.001284,-4.580858,-1.215831,1.496533
0.020000,17.976679,9.412876,23.243902,3.908898,-4.619301,-1.922119,1.500136
0.020000,17.981936,9.489033,23.320240,3.816902,-4.599794,0.975328,1.503606
0.020000,17.986813,9.563366,23.394733,3.724655,-4.612345,-0.627522,1.506949
0.020000,17.991331,9.635870,23.467377,3.632220,-4.621776,-0.471582,1.510168
0.020000,17.995510,9.706530,23.538160,3.539165,-4.652738,-1.548081,1.513265
0.020000,17.999370,9.775343,23.607082,3.446067,-4.654869,-0.106563,1.516246
0.020000,18.002931,9.842311,23.674145,3.353141,-4.646329,0.427009,1.519112
0.020000,18.006209,9.907434,23.739350,3.260260,-4.644065,0.113216,1.521868
0.020000,18.009223,9.970688,23.802676,3.166305,-4.697723,-2.682922,1.524516
0.020000,18.011988,10.032081,23.864131,3.072780,-4.676267,1.072811,1.527059
0.020000,18.014520,10.091615,23.923719,2.979364,-4.670807,0.273002,1.529500
0.020000,18.016835,10.149269,23.981419,2.885008,-4.717781,-2.348702,1.531840
0.020000,18.018946,10.205054,24.037244,2.791278,-4.686484,1.564824,1.534084
0.020000,18.020868,10.258967,24.091191,2.697349,-4.696471,-0.499347,1.536232
0.020000,18.022613,10.310986,24.143240,2.602444,-4.745232,-2.438025,1.538287
0.020000,18.024195,10.361132,24.193410,2.508500,-4.697215,2.400847,1.540252
0.020000,18.025624,10.409396,24.241696,2.414257,-4.712124,-0.745445,1.542127
0.020000,18.026913,10.455784,24.288101,2.320298,-4.697978,0.707281,1.543916
0.020000,18.028072,10.500316,24.332649,2.227391,-4.645336,2.632118,1.545620
0.020000,18.029113,10.543042,24.375387,2.136899,-4.524621,6.035735,1.547244
0.020000,18.030046,10.583995,24.416351,2.048192,-4.435315,4.465319,1.548790
0.020000,18.030881,10.623212,24.455577,1.961312,-4.344011,4.565207,1.550261
0.020000,18.031625,10.660731,24.493103,1.876295,-4.250858,4.657642,1.551660
0.020000,18.032287,10.696583,24.528962,1.792941,-4.167706,4.157607,1.552988
0.020000,18.032875,10.730801,24.563185,1.711148,-4.089675,3.901511,1.554249
0.020000,18.033395,10.763431,24.595819,1.631704,-3.972196,5.873951,1.555446
0.020000,18.033855,10.794513,24.626904,1.554248,-3.872782,4.970705,1.556579
0.020000,18.034260,10.824086,24.656480,1.478804,-3.772196,5.029292,1.557653
0.020000,18.034614,10.852165,24.684561,1.404047,-3.737827,1.718474,1.558668
0.020000,18.034925,10.878807,24.711205,1.332208,-3.591960,7.293333,1.559626
0.020000,18.035195,10.904059,24.736459,1.262682,-3.476298,5.783104,1.560531
0.020000,18.035430,10.927922,24.760322,1.193164,-3.475904,0.019727,1.561383
0.020000,18.035633,10.950475,24.782876,1.127706,-3.272931,10.148647,1.562185
0.020000,18.035808,10.971722,24.804124,1.062394,-3.265579,0.367572,1.562939
